AgeuponOutcome,AnimalType,Breed,Color,DateTime,Name,SexuponOutcome,OutcomeType
0.16666666666667,0,146,26,1418494860,1,0,Adoption
4,0,2,21,1421760900,1,1,Return_to_owner
0.66666666666667,0,42,16,1416761400,1,0,Adoption
0.16666666666667,1,1,66,1409408520,1,0,Adoption
1,0,63,288,1413289020,1,0,Return_to_owner
1,1,1,24,1388150100,1,1,Adoption
4,0,75,116,1436120880,1,1,Return_to_owner
0,0,493,9,1383577260,0,3,Transfer
2,0,8,42,1390844400,1,1,Adoption
2,0,16,18,1456078560,1,0,Adoption
2,0,14,132,1423932600,1,0,Adoption
8,0,42,10,1436104740,1,1,Adoption
5,0,14,18,1422796920,1,2,Died
0.057692307692308,1,37,10,1398526260,0,2,Transfer
4,1,1,6,1411388280,1,1,Return_to_owner
7,1,1,182,1416924840,1,1,Transfer
1,1,1,10,1412696100,1,1,Adoption
6,0,18,40,1401026700,1,0,Return_to_owner
1,0,2,0,1391360640,1,0,Adoption
0.16666666666667,0,26,8,1403453580,1,2,Transfer
0.0082191780821918,1,1,6,1399211520,0,3,Transfer
0.013698630136986,1,1,6,1410202380,0,4,Transfer
0.038461538461538,0,171,10,1419610380,0,2,Transfer
1,1,1,7,1450292340,0,0,Transfer
0.16666666666667,1,1,25,1440868680,1,1,Adoption
2,0,451,28,1419685860,1,1,Adoption
0.076923076923077,1,37,7,1445952480,0,4,Transfer
0.16666666666667,1,1,10,1440939480,1,2,Adoption
2,0,48,4,1428755280,1,2,Return_to_owner
0.5,1,1,36,1448107800,1,1,Transfer
1,1,1,7,1443517200,0,4,Transfer
4,0,78,4,1402855380,1,2,Euthanasia
0.083333333333333,0,159,28,1438520400,1,1,Adoption
1,0,2,26,1454174520,1,0,Return_to_owner
3,0,75,18,1433439240,1,0,Return_to_owner
0.16666666666667,1,1,59,1447249980,1,0,Adoption
0.25,0,424,165,1404054540,1,3,Transfer
3,0,50,12,1390737600,1,0,Return_to_owner
2,0,235,61,1410882000,1,2,Transfer
2,1,1,74,1399293120,1,1,Transfer
0.83333333333333,0,28,41,1447157280,1,1,Transfer
0.019230769230769,1,1,115,1439389980,0,4,Euthanasia
4,0,969,12,1427035800,1,0,Return_to_owner
1,1,1,113,1381677840,0,3,Transfer
2,0,248,0,1385920740,1,0,Return_to_owner
2,0,14,33,1436626560,1,1,Adoption
2,0,970,5,1381165560,1,0,Adoption
1,0,971,101,1401297540,1,1,Adoption
7,0,47,28,1419332820,1,1,Return_to_owner
0.25,1,1,30,1447503420,0,1,Adoption
0.33333333333333,1,1,19,1441065600,1,0,Transfer
0.25,1,1,7,1431766800,0,2,Transfer
6,1,1,1,1433590140,1,1,Return_to_owner
0.16666666666667,0,2,289,1383231360,1,0,Adoption
2,0,35,89,1444062840,1,0,Transfer
7,0,7,9,1423157220,1,0,Adoption
10,0,54,28,1386775860,1,3,Return_to_owner
0.83333333333333,0,2,40,1454685240,1,2,Transfer
10,0,57,9,1425901320,1,1,Adoption
0.83333333333333,1,1,203,1454780760,1,1,Adoption
1,1,1,30,1448569200,0,3,Transfer
0.25,0,16,9,1386867960,1,1,Adoption
1,0,116,41,1392661440,1,1,Adoption
0.16666666666667,0,16,101,1411491420,0,0,Adoption
7,0,216,37,1388501880,0,0,Return_to_owner
2,1,37,10,1394731140,1,0,Return_to_owner
3,0,2,2,1443976380,1,1,Adoption
1,0,16,21,1392133260,1,0,Adoption
0.25,1,1,36,1437586860,1,0,Adoption
0.083333333333333,1,1,10,1401638940,0,0,Adoption
0.58333333333333,0,63,139,1397652600,1,1,Transfer
5,0,229,10,1388412360,1,1,Return_to_owner
0.083333333333333,0,54,28,1428154020,0,3,Transfer
0.83333333333333,1,1,10,1415885820,1,0,Adoption
2,0,2,9,1452173520,1,1,Transfer
0.16666666666667,1,20,10,1440432660,1,3,Died
0.16666666666667,0,18,10,1453381440,0,3,Transfer
0.75,0,222,8,1409247840,1,1,Return_to_owner
0.83333333333333,1,1,7,1397668080,1,1,Adoption
0.083333333333333,0,14,5,1384887540,0,2,Transfer
0.41666666666667,0,929,199,1442238180,1,2,Transfer
0.25,1,1,36,1415523600,0,3,Transfer
5,0,851,9,1395142260,1,0,Transfer
2,0,56,0,1452962700,1,0,Transfer
0.5,0,44,16,1433002800,1,1,Adoption
1,0,2,41,1444910580,1,0,Adoption
0.076923076923077,1,1,31,1442257680,0,3,Transfer
0.057692307692308,1,1,19,1397745000,0,2,Transfer
0.16666666666667,0,18,40,1423419360,1,0,Adoption
0.019230769230769,1,1,7,1410537060,0,3,Transfer
0.038461538461538,1,1,19,1412092080,0,3,Transfer
1,1,1,74,1382369820,0,3,Transfer
3,0,18,35,1396979400,1,0,Adoption
10,0,18,168,1389456000,1,0,Return_to_owner
2,0,149,37,1430670660,1,0,Adoption
0.083333333333333,1,1,30,1433691060,0,3,Transfer
3,0,66,10,1435939620,1,0,Adoption
0.057692307692308,1,37,7,1385651640,0,3,Transfer
3,0,71,54,1404662760,1,0,Return_to_owner
2,0,16,16,1432217580,0,2,Transfer
4,0,16,28,1434050100,1,1,Adoption
0.25,0,105,28,1410543660,1,0,Adoption
0.076923076923077,1,1,31,1446551520,1,2,Transfer
0.16666666666667,0,2,21,1385058180,0,1,Adoption
0.16666666666667,1,1,25,1437244080,1,1,Adoption
3,0,972,41,1438532220,1,0,Adoption
0.16666666666667,1,1,7,1449334500,1,1,Adoption
1,0,973,18,1442251200,1,0,Adoption
12,0,16,21,1389971160,0,3,Euthanasia
0.5,0,16,5,1419596280,1,1,Adoption
0.057692307692308,1,1,19,1413484260,0,3,Transfer
0.16666666666667,1,1,10,1437246180,0,0,Adoption
4,0,42,67,1381598040,1,1,Adoption
2,1,1,7,1432488420,1,1,Euthanasia
0.33333333333333,1,1,10,1440061200,0,2,Transfer
2,0,974,4,1426419900,1,1,Transfer
0.16666666666667,1,1,36,1420043100,0,0,Adoption
0.33333333333333,0,975,21,1407080160,1,2,Transfer
0.083333333333333,1,1,36,1434977880,1,3,Transfer
3,0,54,29,1406718120,1,1,Return_to_owner
1,0,2,17,1396264800,1,1,Adoption
0.41666666666667,1,1,19,1442582340,1,0,Transfer
3,0,2,12,1424367840,1,3,Return_to_owner
0.83333333333333,0,202,37,1442425740,1,0,Adoption
0.25,1,1,16,1440353760,1,0,Adoption
0.33333333333333,0,28,41,1392052440,1,0,Transfer
0.66666666666667,0,14,18,1402420080,1,1,Return_to_owner
1,1,37,24,1416924480,1,1,Transfer
6,1,37,36,1442667900,1,0,Adoption
7,1,1,7,1422802440,1,1,Adoption
0.5,0,16,12,1422033360,0,1,Adoption
6,0,267,16,1430658120,1,0,Return_to_owner
13,0,976,10,1394721840,1,1,Return_to_owner
0,0,493,9,1383576840,0,2,Transfer
1,0,69,16,1433004180,1,1,Adoption
2,1,1,30,1420207680,1,3,Transfer
15,0,26,5,1397746320,1,1,Transfer
1,0,8,134,1443357240,1,0,Adoption
5,0,2,0,1451383500,1,1,Adoption
0.16666666666667,1,1,30,1418980860,1,1,Adoption
0.083333333333333,1,1,29,1436608260,1,2,Died
0.083333333333333,1,1,6,1435065900,0,3,Transfer
5,0,45,42,1454517000,1,1,Return_to_owner
0.076923076923077,1,1,16,1408554660,0,3,Transfer
5,0,385,16,1446123660,0,0,Adoption
6,1,20,16,1407850380,1,1,Transfer
0.16666666666667,0,81,5,1407691680,1,0,Adoption
1,0,5,202,1440504300,1,2,Transfer
1,0,18,10,1439906580,1,0,Transfer
0.25,0,560,29,1383994920,0,0,Return_to_owner
1,0,2,16,1429551720,1,2,Euthanasia
3,0,18,10,1415445060,1,2,Return_to_owner
1,0,16,0,1437148140,0,3,Transfer
1,0,81,55,1428773700,1,0,Adoption
0.16666666666667,1,1,10,1403362380,1,2,Transfer
0.33333333333333,1,1,15,1383400800,0,2,Transfer
0.16666666666667,1,1,16,1404124680,1,0,Adoption
1,0,2,34,1406638680,1,0,Transfer
8,0,239,117,1432400820,1,2,Return_to_owner
0.33333333333333,1,1,10,1442063520,0,4,Return_to_owner
8,0,62,16,1430061060,1,2,Return_to_owner
5,1,1,30,1416248520,1,1,Return_to_owner
0.83333333333333,1,1,25,1448895360,1,1,Transfer
0.16666666666667,0,408,21,1394370660,1,0,Transfer
0.25,0,16,0,1387734600,1,0,Adoption
3,1,36,39,1438700280,1,0,Adoption
2,0,7,5,1432823940,1,1,Euthanasia
8,1,1,7,1430825220,1,0,Adoption
0.057692307692308,1,1,36,1401460680,0,2,Transfer
2,0,977,61,1440528660,1,1,Return_to_owner
2,1,1,19,1381691340,1,1,Adoption
3,0,102,16,1449446400,1,0,Transfer
0.41666666666667,0,165,81,1412959080,1,0,Adoption
1,0,18,27,1402668900,1,0,Return_to_owner
0.16666666666667,0,12,29,1449856380,1,1,Adoption
0.83333333333333,1,1,10,1431680400,0,3,Transfer
12,1,1,30,1420536300,1,1,Died
0.083333333333333,1,1,24,1432660680,1,3,Transfer
0.0027397260273973,1,1,10,1429196820,0,4,Transfer
0.019230769230769,1,1,16,1429196880,0,4,Transfer
17,1,1,74,1428167820,1,0,Euthanasia
3,0,66,9,1447005420,1,0,Return_to_owner
2,0,978,44,1408278240,1,1,Adoption
2,0,18,10,1392734760,1,0,Return_to_owner
0.25,1,1,10,1434733380,1,0,Adoption
2,1,1,29,1400786220,0,4,Transfer
3,1,37,23,1453316460,0,0,Transfer
0.16666666666667,0,202,76,1449421860,1,1,Adoption
0.16666666666667,1,1,7,1433701920,0,0,Adoption
0.16666666666667,1,1,7,1420532040,1,0,Adoption
0.083333333333333,1,1,6,1435148580,1,1,Transfer
1,0,979,9,1417189620,1,2,Adoption
2,0,63,53,1432038900,1,3,Return_to_owner
2,0,980,0,1395402540,1,1,Transfer
0.0054794520547945,1,1,29,1429901460,0,4,Transfer
2,0,8,50,1441826400,1,0,Transfer
0.010958904109589,1,37,10,1400153160,0,2,Transfer
0.057692307692308,1,1,10,1404654480,0,3,Transfer
7,0,54,28,1403024880,1,2,Return_to_owner
2,0,194,62,1446723420,1,0,Return_to_owner
12,0,91,35,1407409980,1,2,Return_to_owner
2,1,1,7,1393427520,0,4,Transfer
0.083333333333333,1,144,39,1402063500,1,2,Adoption
0.038461538461538,1,1,19,1411742880,0,3,Transfer
3,0,93,5,1411060140,0,1,Adoption
4,0,232,70,1413979260,1,0,Adoption
0.16666666666667,1,37,36,1432666380,0,0,Adoption
3,0,243,37,1400942100,1,1,Adoption
1,1,1,7,1438187640,1,0,Return_to_owner
0.16666666666667,0,2,117,1441293960,1,3,Died
0.83333333333333,0,2,17,1406397360,1,0,Return_to_owner
1,1,1,19,1429002000,0,2,Transfer
1,1,1,10,1389535800,1,1,Transfer
0.16666666666667,0,202,93,1409936880,1,1,Return_to_owner
2,0,2,41,1389801900,1,0,Return_to_owner
0.41666666666667,1,1,7,1440493200,0,0,Transfer
1,0,18,10,1424024160,1,0,Adoption
0.083333333333333,0,330,29,1451580000,1,1,Adoption
1,0,2,16,1446660720,1,0,Return_to_owner
0.66666666666667,1,1,16,1409417340,1,0,Adoption
0.66666666666667,0,981,10,1455469140,1,1,Adoption
2,0,2,17,1383833520,1,0,Adoption
9,0,2,34,1437753960,1,3,Return_to_owner
0.16666666666667,1,1,30,1422099180,1,1,Adoption
1,0,18,12,1398015720,1,0,Return_to_owner
0.25,1,96,7,1438340760,1,0,Adoption
0.16666666666667,1,1,23,1419421200,0,0,Adoption
1,1,1,7,1435914000,0,3,Transfer
11,0,82,42,1403376120,1,1,Return_to_owner
1,1,1,16,1420809960,1,3,Transfer
3,0,239,17,1435057620,1,0,Return_to_owner
0.25,1,1,10,1450877880,1,0,Transfer
2,0,28,16,1424433480,1,1,Transfer
0.83333333333333,1,1,16,1409840640,1,0,Transfer
0.16666666666667,1,37,36,1432642800,1,0,Transfer
0.16666666666667,1,1,10,1440268500,1,0,Adoption
0.58333333333333,0,840,18,1438447200,0,1,Adoption
7,0,207,18,1414257420,1,0,Transfer
8,1,1,78,1433258640,0,3,Euthanasia
4,0,114,2,1431773400,0,0,Return_to_owner
2,0,54,29,1450889700,1,0,Return_to_owner
6,0,300,17,1432045080,1,2,Transfer
5,0,267,28,1400525580,1,0,Return_to_owner
0.16666666666667,1,1,36,1387650900,0,0,Adoption
0.076923076923077,1,1,29,1435586100,0,2,Transfer
0.16666666666667,1,982,10,1380898440,1,0,Adoption
2,0,42,16,1418314260,1,1,Transfer
13,1,1,36,1434298140,1,0,Adoption
5,0,16,41,1420567980,1,0,Adoption
0.16666666666667,1,1,7,1437142680,1,2,Transfer
0.41666666666667,1,36,75,1406915580,0,1,Adoption
2,1,36,79,1429538880,1,3,Transfer
5,0,2,2,1430590800,1,1,Return_to_owner
9,0,2,37,1413206460,1,0,Adoption
0.83333333333333,0,132,16,1387553100,0,0,Transfer
0.33333333333333,0,983,0,1383829320,0,0,Transfer
4,0,63,202,1400094120,1,0,Euthanasia
0.25,0,38,40,1441821000,0,0,Adoption
6,0,2,23,1412439720,1,0,Transfer
0.16666666666667,1,20,19,1401804300,1,0,Adoption
0.41666666666667,0,984,33,1408032780,1,2,Transfer
0.41666666666667,0,38,40,1389790680,1,3,Transfer
8,0,89,35,1432144140,1,1,Return_to_owner
2,0,386,0,1448041140,1,0,Return_to_owner
7,0,16,29,1396719240,1,0,Adoption
0.66666666666667,1,1,19,1412178660,1,1,Transfer
2,0,160,41,1420309020,1,0,Adoption
0.5,0,132,34,1413565140,1,3,Transfer
0.019230769230769,1,1,10,1442102400,0,4,Euthanasia
0.5,0,314,43,1455200400,1,0,Adoption
2,1,1,36,1401115680,1,3,Transfer
0.16666666666667,0,652,125,1406907900,1,3,Adoption
0.33333333333333,0,47,16,1424444220,1,3,Transfer
2,1,1,7,1404397260,1,1,Adoption
0.057692307692308,1,1,7,1399133700,0,3,Transfer
4,0,116,9,1417372920,1,1,Return_to_owner
0.33333333333333,0,747,16,1415535000,0,0,Adoption
3,0,66,82,1383498000,0,0,Transfer
0.58333333333333,0,28,29,1440860820,1,0,Adoption
6,0,584,29,1417354020,1,1,Return_to_owner
0.33333333333333,1,1,16,1437404160,1,1,Transfer
0.083333333333333,0,158,16,1404148500,0,1,Adoption
2,0,18,0,1397842140,1,1,Adoption
3,1,1,25,1422816300,1,1,Adoption
0.019230769230769,1,1,10,1399649280,0,2,Transfer
0.16666666666667,1,1,16,1384614540,1,0,Adoption
0.16666666666667,0,626,34,1403456760,1,1,Transfer
9,0,102,132,1382901420,1,0,Return_to_owner
0.057692307692308,1,36,79,1395932460,0,3,Transfer
0.083333333333333,1,1,7,1405947060,0,3,Died
2,0,985,23,1407162840,1,0,Adoption
0.33333333333333,0,42,29,1418921520,0,0,Adoption
1,0,14,26,1388170500,1,1,Adoption
0.16666666666667,0,317,34,1455368160,1,1,Adoption
7,0,26,12,1405777380,1,0,Adoption
0.83333333333333,0,2,21,1414176000,1,0,Adoption
0.16666666666667,1,37,15,1436442180,1,0,Adoption
0.58333333333333,0,25,28,1389978540,0,0,Return_to_owner
10,0,105,28,1396883520,1,0,Transfer
0.58333333333333,0,986,20,1439050200,1,0,Adoption
2,0,38,17,1396888200,0,0,Adoption
8,0,16,28,1455457020,1,0,Adoption
1,1,1,7,1401350400,0,4,Transfer
1,0,61,29,1382454360,0,3,Transfer
0.5,1,1,36,1425114000,0,2,Transfer
0.16666666666667,1,1,31,1409682540,1,1,Adoption
2,0,16,12,1431286020,1,0,Adoption
9,0,42,16,1430747160,1,0,Return_to_owner
5,0,69,120,1417889280,1,1,Adoption
0.013698630136986,0,2,68,1394722680,0,2,Transfer
0.5,0,14,5,1438969080,1,1,Transfer
0.16666666666667,1,1,16,1435164300,1,1,Transfer
4,0,38,17,1382963400,1,0,Transfer
1,0,2,17,1420382340,1,2,Return_to_owner
0.66666666666667,0,38,17,1435510860,1,1,Adoption
0.083333333333333,1,1,36,1426435800,1,0,Adoption
0.5,1,1,30,1445763600,0,3,Transfer
5,1,1,15,1435163940,1,1,Transfer
6,0,47,28,1417001940,1,0,Return_to_owner
0.16666666666667,1,1,15,1404489960,1,0,Adoption
0.083333333333333,1,1,16,1435394160,1,2,Died
0.083333333333333,1,1,7,1447156620,0,3,Died
0.33333333333333,1,1,36,1411894800,0,2,Transfer
0.076923076923077,1,1,7,1445428980,1,3,Transfer
0.0054794520547945,0,14,62,1434208800,0,2,Transfer
0.16666666666667,1,37,25,1418303820,1,1,Adoption
0.41666666666667,0,2,0,1415637360,0,2,Euthanasia
1,0,548,29,1443635700,0,0,Adoption
1,1,37,36,1427903520,0,3,Euthanasia
0.25,0,399,16,1399201800,1,0,Return_to_owner
0.25,0,18,26,1383044940,0,0,Transfer
0.83333333333333,1,1,96,1432285200,0,3,Transfer
3,0,9,9,1388924100,1,1,Return_to_owner
4,1,88,1,1413305400,1,0,Return_to_owner
0.25,1,1,10,1434787020,0,0,Adoption
0.66666666666667,0,8,12,1432666740,1,3,Return_to_owner
2,0,987,4,1440874080,1,1,Return_to_owner
2,0,2,4,1429625760,1,2,Return_to_owner
0.5,0,478,27,1426599480,1,1,Adoption
4,0,988,27,1395852420,1,1,Return_to_owner
2,0,69,56,1391784480,1,3,Transfer
0.25,1,1,31,1438176660,1,2,Transfer
0.019230769230769,1,1,6,1429121760,0,3,Transfer
4,1,36,39,1430141460,1,2,Transfer
0.33333333333333,0,989,16,1424444220,1,3,Transfer
14,1,1,36,1422288720,1,0,Adoption
0.16666666666667,1,1,1,1403697840,1,0,Adoption
0.083333333333333,0,106,16,1386872220,0,3,Transfer
0.16666666666667,1,189,46,1388503560,1,3,Transfer
0.33333333333333,1,1,36,1385910840,1,2,Adoption
8,0,48,5,1453310700,1,1,Return_to_owner
1,0,63,16,1453465500,1,1,Adoption
5,0,207,18,1446490020,1,0,Return_to_owner
2,0,314,33,1418548500,0,0,Adoption
0.83333333333333,0,18,62,1449078900,0,0,Return_to_owner
0.41666666666667,0,93,5,1444758900,1,0,Return_to_owner
3,0,54,21,1427567280,1,1,Adoption
0.16666666666667,0,18,21,1446922920,1,1,Adoption
3,0,14,9,1403365320,1,0,Adoption
0.16666666666667,1,1,23,1407241020,1,0,Adoption
0.33333333333333,1,20,16,1440249660,1,0,Adoption
0.083333333333333,1,1,23,1405172820,1,3,Adoption
1,1,1,290,1388769600,1,4,Transfer
0.83333333333333,1,1,19,1394994960,1,0,Adoption
0.41666666666667,0,16,44,1430654700,1,3,Transfer
10,0,16,34,1455130800,1,0,Adoption
1,0,94,291,1439923680,0,0,Adoption
2,0,2,2,1416660900,1,2,Return_to_owner
1,1,1,25,1408870800,0,3,Transfer
0.25,1,1,10,1419962940,1,0,Adoption
0.16666666666667,1,1,10,1442395800,0,3,Euthanasia
0.083333333333333,0,87,26,1422644880,1,0,Adoption
10,0,403,10,1428491340,1,0,Transfer
1,0,66,10,1414934940,1,0,Return_to_owner
0.83333333333333,0,270,165,1420995240,0,0,Transfer
3,0,2,16,1447601580,1,1,Adoption
2,1,1,15,1387375380,0,2,Transfer
3,1,1,7,1399301220,1,1,Adoption
0.25,0,955,37,1444217880,0,2,Transfer
0.019230769230769,1,1,24,1417007100,0,3,Transfer
0.019230769230769,0,63,125,1381843740,0,2,Transfer
0.33333333333333,1,144,79,1407832020,1,1,Adoption
3,0,990,4,1407173220,1,0,Return_to_owner
0.038461538461538,1,1,6,1438871400,0,4,Transfer
3,0,2,2,1414762260,0,2,Euthanasia
8,0,210,13,1424090100,1,3,Return_to_owner
2,0,377,37,1408190760,1,3,Transfer
0.58333333333333,1,1,7,1390067820,1,1,Adoption
0.16666666666667,1,487,45,1385141160,1,1,Adoption
2,0,2,0,1411731540,1,0,Transfer
0.16666666666667,1,1,36,1386618660,1,1,Adoption
5,0,82,37,1455468960,1,0,Adoption
8,0,2,41,1396367880,1,2,Euthanasia
0.33333333333333,1,1,7,1442063580,0,4,Return_to_owner
0.083333333333333,0,14,18,1444575360,0,2,Transfer
0.0082191780821918,1,1,10,1402489320,0,2,Transfer
0.057692307692308,1,1,36,1399391880,0,3,Transfer
8,0,63,29,1413198660,1,1,Return_to_owner
0.25,1,1,24,1437728400,0,3,Transfer
2,0,2,40,1402754820,0,3,Euthanasia
5,0,194,2,1445959560,1,1,Return_to_owner
1,0,51,20,1392814920,1,1,Adoption
4,1,1,10,1418671020,1,0,Return_to_owner
0.41666666666667,0,991,37,1394649120,1,1,Adoption
5,0,169,34,1397053080,1,1,Return_to_owner
2,0,174,9,1444670880,0,0,Adoption
3,1,1,16,1408448340,1,1,Transfer
1,0,158,34,1417355340,1,1,Adoption
7,0,342,9,1441984200,1,0,Return_to_owner
0.083333333333333,1,1,7,1432660500,0,2,Transfer
1,0,2,28,1416483600,1,0,Transfer
2,0,216,35,1449591000,1,1,Transfer
0.083333333333333,0,63,28,1392394380,1,1,Adoption
7,0,7,9,1448714640,1,0,Return_to_owner
0.25,1,1,24,1440876240,1,1,Adoption
0.25,1,1,25,1385401320,1,1,Adoption
4,0,7,9,1433782980,1,1,Adoption
2,0,310,123,1386785100,0,0,Adoption
0.25,0,992,0,1428256920,1,0,Transfer
11,0,340,9,1395581700,1,1,Return_to_owner
1,0,18,4,1395855180,1,1,Adoption
0.25,0,63,56,1423767420,1,1,Adoption
3,0,972,8,1384604820,1,0,Euthanasia
0.16666666666667,1,1,16,1387033380,1,0,Adoption
2,0,2,29,1445264400,1,0,Adoption
0.83333333333333,0,54,28,1444321560,1,1,Transfer
0.057692307692308,1,1,7,1432223160,0,3,Transfer
2,0,114,92,1425149400,1,1,Return_to_owner
0.83333333333333,0,232,55,1407590100,1,1,Adoption
3,0,16,16,1390403640,0,2,Transfer
1,0,610,29,1396200420,1,0,Adoption
0.16666666666667,1,1,7,1440596520,1,1,Adoption
2,0,216,35,1449591000,1,1,Transfer
2,0,16,29,1408994160,1,0,Adoption
1,0,75,17,1413132660,1,1,Adoption
0.66666666666667,1,1,19,1451865600,1,0,Transfer
2,0,14,28,1412443320,1,1,Return_to_owner
0.5,0,116,41,1400870700,1,0,Adoption
0.41666666666667,1,37,36,1445534340,1,1,Adoption
13,1,1,1,1430226660,1,1,Transfer
1,1,1,9,1393074540,1,0,Adoption
2,0,150,81,1436572800,1,0,Return_to_owner
2,1,1,7,1446195600,0,4,Transfer
4,0,16,34,1419682800,1,0,Adoption
8,0,44,0,1434651240,1,0,Transfer
2,0,2,2,1427212020,1,0,Adoption
0.25,0,16,27,1451755680,1,0,Return_to_owner
0.013698630136986,1,1,10,1435666380,0,4,Died
1,0,2,16,1425210060,1,2,Transfer
5,1,1,79,1454440380,0,0,Transfer
2,0,16,35,1401797820,0,0,Transfer
0.66666666666667,0,14,18,1408190460,1,3,Return_to_owner
2,0,114,41,1391774040,1,0,Return_to_owner
8,0,993,40,1431347340,1,3,Return_to_owner
0.25,1,37,16,1419274200,1,1,Adoption
0.83333333333333,0,114,41,1434041280,1,1,Adoption
0.33333333333333,1,37,24,1384526340,0,3,Transfer
0.16666666666667,1,173,7,1435431840,1,0,Adoption
2,0,2,91,1441987980,1,0,Transfer
0.41666666666667,1,37,31,1448366280,1,0,Adoption
2,0,18,16,1411386600,1,1,Return_to_owner
0.41666666666667,0,232,35,1455124320,1,1,Adoption
2,0,171,0,1381678080,1,1,Adoption
0.33333333333333,1,1,7,1444130400,1,0,Adoption
0.057692307692308,1,1,10,1442599200,0,4,Transfer
0.41666666666667,1,1,25,1387717080,1,1,Transfer
4,0,8,18,1435342080,1,1,Adoption
2,1,625,137,1386161040,1,1,Transfer
0.58333333333333,1,1,7,1420200120,1,0,Adoption
0.16666666666667,0,2,9,1409595780,1,0,Adoption
0.057692307692308,1,1,6,1411305720,0,2,Transfer
0.16666666666667,1,37,10,1450872480,0,1,Adoption
10,0,304,28,1451732820,1,0,Return_to_owner
2,0,994,132,1391359080,1,1,Adoption
9,0,16,29,1428000300,0,0,Transfer
0.083333333333333,1,1,10,1433683860,0,2,Transfer
2,0,54,16,1413658620,1,1,Adoption
5,0,351,21,1396706340,1,1,Adoption
0.019230769230769,1,1,36,1410109500,0,3,Transfer
0.33333333333333,0,16,62,1387820940,0,1,Adoption
3,1,1,7,1434358800,0,2,Transfer
10,0,16,16,1436874960,1,1,Adoption
6,0,8,33,1445611680,1,1,Return_to_owner
0.057692307692308,1,1,36,1438011480,0,4,Transfer
1,0,28,21,1456075860,1,0,Return_to_owner
0.0054794520547945,1,1,16,1428952020,0,2,Transfer
0.083333333333333,0,8,55,1435154580,1,0,Transfer
3,0,354,33,1438690500,1,0,Return_to_owner
4,1,995,7,1389960120,1,0,Transfer
14,0,18,61,1414928520,1,1,Return_to_owner
1,1,1,10,1455035460,1,0,Transfer
1,0,91,4,1419700320,1,1,Return_to_owner
0.16666666666667,1,1,10,1432559640,0,2,Transfer
3,0,47,21,1383934140,1,1,Return_to_owner
10,0,116,29,1396981200,1,1,Return_to_owner
2,1,1,96,1432890000,0,3,Transfer
0.25,1,1,7,1407574800,0,3,Transfer
0.58333333333333,0,106,16,1399219560,1,0,Adoption
7,1,20,29,1396371660,1,0,Adoption
2,0,2,8,1437408360,1,1,Return_to_owner
3,1,36,29,1391360940,1,1,Adoption
5,1,1,9,1398005400,1,1,Transfer
1,1,1,36,1390310100,1,0,Transfer
7,0,103,5,1395744180,1,0,Euthanasia
0.16666666666667,1,1,16,1402926780,1,1,Transfer
0.33333333333333,1,996,39,1439748780,1,1,Adoption
0.038461538461538,1,1,36,1429968840,0,4,Transfer
3,0,149,0,1397651460,1,0,Return_to_owner
0.25,1,1,7,1451928960,1,0,Adoption
12,0,21,28,1396783860,1,0,Return_to_owner
0.83333333333333,0,63,5,1395942060,0,0,Return_to_owner
0.083333333333333,1,1,16,1433257740,0,2,Transfer
13,0,54,29,1392558360,1,1,Transfer
6,0,45,4,1391347320,1,1,Transfer
3,0,997,18,1427736060,1,0,Adoption
3,0,2,34,1437479100,1,2,Transfer
6,0,264,0,1415121900,1,1,Euthanasia
0.0054794520547945,1,1,10,1397922720,0,4,Transfer
0.076923076923077,1,1,115,1440162000,0,2,Transfer
2,0,44,44,1397303640,1,1,Adoption
1,0,42,16,1453127700,1,0,Adoption
7,0,91,12,1427567940,1,3,Return_to_owner
14,0,207,18,1436271120,1,1,Return_to_owner
1,0,91,0,1392913020,1,3,Return_to_owner
7,0,18,265,1410443160,1,2,Transfer
7,0,44,44,1449747720,1,0,Return_to_owner
1,1,1,1,1425632400,0,2,Transfer
2,0,174,14,1389958500,1,2,Transfer
1,0,48,0,1388248500,1,0,Adoption
2,0,2,4,1420721520,1,1,Return_to_owner
8,1,36,79,1426081200,1,0,Return_to_owner
0.083333333333333,1,37,10,1443634200,1,2,Adoption
1,0,16,21,1429553580,1,1,Return_to_owner
7,0,57,9,1395579360,1,0,Adoption
0.16666666666667,1,1,25,1404152220,1,1,Adoption
3,0,7,16,1402333980,1,0,Adoption
2,0,533,18,1453119780,1,0,Transfer
2,0,2,20,1387627020,1,1,Adoption
2,0,18,10,1453226940,1,1,Return_to_owner
0.019230769230769,1,1,6,1436386620,0,4,Transfer
1,0,289,196,1415904960,1,1,Adoption
2,0,47,228,1451389020,1,0,Adoption
0.25,1,1,16,1451053020,0,2,Transfer
2,0,44,8,1380625980,0,1,Transfer
0.019230769230769,1,1,31,1410537000,0,2,Transfer
3,0,7,16,1404838380,0,0,Adoption
2,0,73,10,1421516400,1,0,Adoption
0.038461538461538,1,1,29,1407688560,1,4,Transfer
0.91666666666667,0,16,10,1446658740,1,0,Return_to_owner
1,0,998,40,1448236800,1,1,Transfer
0.083333333333333,0,18,16,1455385080,1,1,Adoption
2,0,405,2,1389284460,1,1,Transfer
1,0,258,5,1407410280,1,2,Return_to_owner
0.16666666666667,0,69,67,1385452680,1,2,Transfer
0.057692307692308,1,36,78,1399649280,0,3,Transfer
